lat,long,delta_long,delta_lat
46.7,-143.8,-0.396356701,0.06326694
47.7,-143.8,-0.348820937,0.05699497
48.7,-143.8,-0.301021863,0.051243104
49.7,-143.8,-0.254400103,0.045116006
29.7,-142.8,-1.022721325,0.399494072
30.7,-142.8,-0.987568402,0.388773696
31.7,-142.8,-0.952474902,0.373381618
32.7,-142.8,-0.917408105,0.354103164
33.7,-142.8,-0.882335289,0.331723659
34.7,-142.8,-0.847223735,0.307028428
35.7,-142.8,-0.812040721,0.280802796
36.7,-142.8,-0.776753528,0.253832089
37.7,-142.8,-0.741329435,0.226901633
38.7,-142.8,-0.705735721,0.200796753
39.7,-142.8,-0.669939666,0.176302774
40.7,-142.8,-0.63390855,0.154205022
41.7,-142.8,-0.597609651,0.135288822
42.7,-142.8,-0.560968166,0.120229728
43.7,-142.8,-0.522879895,0.106473734
44.7,-142.8,-0.483720691,0.094118511
45.7,-142.8,-0.441546093,0.084895569
46.7,-142.8,-0.396198056,0.078308306
47.7,-142.8,-0.349121031,0.073299191
48.7,-142.8,-0.301759468,0.06881069
49.7,-142.8,-0.255557816,0.063785272
29.7,-141.8,-1.013606349,0.41183284
30.7,-141.8,-0.978120103,0.400171301
31.7,-141.8,-0.942887096,0.384217981
32.7,-141.8,-0.907847254,0.364706073
33.7,-141.8,-0.872940501,0.342368767
34.7,-141.8,-0.838106762,0.317939254
35.7,-141.8,-0.803285963,0.292150726
36.7,-141.8,-0.76841803,0.265736372
37.7,-141.8,-0.733442886,0.239429385
38.7,-141.8,-0.698300459,0.213962954
39.7,-141.8,-0.662930672,0.190070272
40.7,-141.8,-0.627273451,0.168484528
41.7,-141.8,-0.591268722,0.149938915
42.7,-141.8,-0.554817564,0.135082236
43.7,-141.8,-0.516888473,0.12190185
44.7,-141.8,-0.477864554,0.109971903
45.7,-141.8,-0.436001892,0.101209124
46.7,-141.8,-0.391162624,0.095362672
47.7,-141.8,-0.34467322,0.091215304
48.7,-141.8,-0.297860151,0.087549778
49.7,-141.8,-0.252049886,0.08314885
29.7,-140.8,-1.002518424,0.426435716
30.7,-140.8,-0.96620794,0.412810064
31.7,-140.8,-0.93056861,0.39564773
32.7,-140.8,-0.895482728,0.375580178
33.7,-140.8,-0.860832587,0.353238874
34.7,-140.8,-0.826500481,0.329255285
35.7,-140.8,-0.792368702,0.304260877
36.7,-140.8,-0.758319546,0.278887115
37.7,-140.8,-0.724235305,0.253765466
38.7,-140.8,-0.689998273,0.229527394
39.7,-140.8,-0.655490743,0.206804367
40.7,-140.8,-0.620595009,0.18622785
41.7,-140.8,-0.585193365,0.168429308
42.7,-140.8,-0.549131756,0.153989131
43.7,-140.8,-0.511386456,0.14171209
44.7,-140.8,-0.472279597,0.130943478
45.7,-140.8,-0.430587902,0.123288894
46.7,-140.8,-0.386326388,0.118586171
47.7,-140.8,-0.340650109,0.115639303
48.7,-140.8,-0.294714117,0.113252288
49.7,-140.8,-0.249673466,0.110229121
29.7,-139.8,-0.988618,0.442395888
30.7,-139.8,-0.951344403,0.426492048
31.7,-139.8,-0.915288317,0.407874985
32.7,-139.8,-0.880256903,0.387069532
33.7,-139.8,-0.846057323,0.364600521
34.7,-139.8,-0.812496737,0.340992787
35.7,-139.8,-0.779382309,0.316771163
36.7,-139.8,-0.746521198,0.292460481
37.7,-139.8,-0.713720566,0.268585575
38.7,-139.8,-0.680787576,0.245671279
39.7,-139.8,-0.647529387,0.224242425
40.7,-139.8,-0.613753163,0.204823847
41.7,-139.8,-0.579266063,0.187940378
42.7,-139.8,-0.543839111,0.174098435
43.7,-139.8,-0.506364875,0.162989444
44.7,-139.8,-0.467062105,0.154047518
45.7,-139.8,-0.425418545,0.148160446
46.7,-139.8,-0.381700656,0.145064337
47.7,-139.8,-0.336896382,0.143725531
48.7,-139.8,-0.291993666,0.143110365
49.7,-139.8,-0.247980452,0.142185179
29.7,-138.8,-0.971991351,0.457766625
30.7,-138.8,-0.93389869,0.440004323
31.7,-138.8,-0.897555447,0.420138087
32.7,-138.8,-0.86269456,0.398618353
33.7,-138.8,-0.829048966,0.375895555
34.7,-138.8,-0.796351604,0.35242013
35.7,-138.8,-0.764335411,0.328642512
36.7,-138.8,-0.732733324,0.305013138
37.7,-138.8,-0.701278282,0.281982443
38.7,-138.8,-0.669703222,0.260000862
39.7,-138.8,-0.637741082,0.239518831
40.7,-138.8,-0.605124799,0.220986786
41.7,-138.8,-0.571587311,0.204855162
42.7,-138.8,-0.536824001,0.191583388
43.7,-138.8,-0.499597249,0.181659407
44.7,-138.8,-0.460019473,0.174734675
45.7,-138.8,-0.418284148,0.170857889
46.7,-138.8,-0.374929943,0.169554662
47.7,-138.8,-0.330816784,0.169971799
48.7,-138.8,-0.286804598,0.171256102
49.7,-138.8,-0.24375331,0.172554377
29.7,-137.8,-0.952724753,0.470601197
30.7,-137.8,-0.914239999,0.452133961
31.7,-137.8,-0.87787923,0.431675376
32.7,-137.8,-0.843320479,0.409670858
33.7,-137.8,-0.810241775,0.386565821
34.7,-137.8,-0.77832115,0.362805682
35.7,-137.8,-0.747236636,0.338835855
36.7,-137.8,-0.716666263,0.315101755
37.7,-137.8,-0.686288062,0.292048798
38.7,-137.8,-0.655780064,0.270122398
39.7,-137.8,-0.624820301,0.249767972
40.7,-137.8,-0.593086804,0.231430934
41.7,-137.8,-0.560257603,0.2155567
42.7,-137.8,-0.525970798,0.202617227
43.7,-137.8,-0.488857097,0.193647478
44.7,-137.8,-0.448959098,0.1884556
45.7,-137.8,-0.406975036,0.186415335
46.7,-137.8,-0.363658763,0.186814638
47.7,-137.8,-0.319816061,0.188875921
48.7,-137.8,-0.276252714,0.191821594
49.7,-137.8,-0.233774504,0.194874067
29.7,-136.8,-0.931772572,0.479900726
30.7,-136.8,-0.893120445,0.462086592
31.7,-136.8,-0.856875325,0.441841673
32.7,-136.8,-0.822662488,0.419674604
33.7,-136.8,-0.79010721,0.396094019
34.7,-136.8,-0.758834769,0.371608554
35.7,-136.8,-0.728470439,0.346726844
36.7,-136.8,-0.698639498,0.321957523
37.7,-136.8,-0.668967222,0.297809226
38.7,-136.8,-0.639078887,0.274790587
39.7,-136.8,-0.60859977,0.253410243
40.7,-136.8,-0.577155146,0.234176826
41.7,-136.8,-0.544370292,0.217598973
42.7,-136.8,-0.509833635,0.204223272
43.7,-136.8,-0.472244564,0.195464146
44.7,-136.8,-0.431718762,0.191147135
45.7,-136.8,-0.389090458,0.19033646
46.7,-136.8,-0.34519388,0.192096342
47.7,-136.8,-0.300863259,0.195491
48.7,-136.8,-0.256932823,0.199584655
49.7,-136.8,-0.214236802,0.203441528
29.7,-135.8,-0.914959031,0.490977316
30.7,-135.8,-0.873444249,0.471864246
31.7,-135.8,-0.835758833,0.450773105
32.7,-135.8,-0.801265621,0.428099654
33.7,-135.8,-0.769327449,0.404239657
34.7,-135.8,-0.739307154,0.379588875
35.7,-135.8,-0.710567573,0.35454307
36.7,-135.8,-0.682471543,0.329498006
37.7,-135.8,-0.654381902,0.304849443
38.7,-135.8,-0.625661486,0.280993146
39.7,-135.8,-0.595673133,0.258324874
40.7,-135.8,-0.563779678,0.237240392
41.7,-135.8,-0.529343961,0.218135461
42.7,-135.8,-0.491734139,0.201501162
43.7,-135.8,-0.450830851,0.19045767
44.7,-135.8,-0.407355619,0.185358485
45.7,-135.8,-0.362096862,0.184844876
46.7,-135.8,-0.315842996,0.187558109
47.7,-135.8,-0.26938244,0.192139452
48.7,-135.8,-0.223503611,0.19723017
49.7,-135.8,-0.178994927,0.201471533
29.7,-134.8,-0.897728543,0.499675202
30.7,-134.8,-0.853544583,0.479305984
31.7,-134.8,-0.814476823,0.457453067
32.7,-134.8,-0.77963869,0.434383215
33.7,-134.8,-0.748143609,0.410363196
34.7,-134.8,-0.719105007,0.385659775
35.7,-134.8,-0.69163631,0.360539718
36.7,-134.8,-0.664850944,0.335269791
37.7,-134.8,-0.637862334,0.31011676
38.7,-134.8,-0.609783908,0.285347392
39.7,-134.8,-0.579729092,0.261228451
40.7,-134.8,-0.546811311,0.238026704
41.7,-134.8,-0.510143991,0.216008917
42.7,-134.8,-0.468882327,0.195596085
43.7,-134.8,-0.423919717,0.18165823
44.7,-134.8,-0.376532843,0.175119622
45.7,-134.8,-0.327508606,0.174220719
46.7,-134.8,-0.277633908,0.177201982
47.7,-134.8,-0.227695648,0.18230387
48.7,-134.8,-0.178480728,0.187766843
49.7,-134.8,-0.13077605,0.19183136
29.7,-133.8,-0.881844218,0.504370049
30.7,-133.8,-0.838327648,0.484423371
31.7,-133.8,-0.799253309,0.462763051
32.7,-133.8,-0.763859938,0.439624591
33.7,-133.8,-0.731386272,0.415243496
34.7,-133.8,-0.701071049,0.389855269
35.7,-133.8,-0.672153006,0.363695412
36.7,-133.8,-0.64387088,0.336999429
37.7,-133.8,-0.615395101,0.310107602
38.7,-133.8,-0.585692389,0.283541118
39.7,-133.8,-0.55391823,0.257323485
40.7,-133.8,-0.518969973,0.231978903
41.7,-133.8,-0.480227815,0.207971963
42.7,-133.8,-0.437147824,0.185881587
43.7,-133.8,-0.389928221,0.170665442
44.7,-133.8,-0.339569109,0.163181275
45.7,-133.8,-0.287024824,0.161555004
46.7,-133.8,-0.2332497,0.163912548
47.7,-133.8,-0.179198071,0.168379823
48.7,-133.8,-0.125824274,0.173082747
49.7,-133.8,-0.074082642,0.176147237
29.7,-132.8,-0.968174956,0.562545902
30.7,-132.8,-0.918666362,0.52549376
31.7,-132.8,-0.869755471,0.493152417
32.7,-132.8,-0.821988129,0.464192107
33.7,-132.8,-0.775910186,0.437283062
34.7,-132.8,-0.732067488,0.411095515
35.7,-132.8,-0.691005884,0.384299698
36.7,-132.8,-0.65327122,0.355565844
37.7,-132.8,-0.61829635,0.325127616
38.7,-132.8,-0.582093596,0.295889697
39.7,-132.8,-0.543762274,0.263319971
40.7,-132.8,-0.498704143,0.230484306
41.7,-132.8,-0.449186151,0.199435238
42.7,-132.8,-0.398325334,0.171762483
43.7,-132.8,-0.345883236,0.152816269
44.7,-132.8,-0.291612145,0.143316856
45.7,-132.8,-0.23609467,0.140929305
46.7,-132.8,-0.179913418,0.143318676
47.7,-132.8,-0.123650999,0.148150031
48.7,-132.8,-0.067890021,0.15308843
49.7,-132.8,-0.013213093,0.155798935
29.7,-131.8,-1.101409698,0.649181455
30.7,-131.8,-1.046497742,0.585806647
31.7,-131.8,-0.984416249,0.536941159
32.7,-131.8,-0.918229804,0.498945613
33.7,-131.8,-0.851002989,0.468180634
34.7,-131.8,-0.785800387,0.441006846
35.7,-131.8,-0.725686581,0.413784874
36.7,-131.8,-0.673726156,0.382875342
37.7,-131.8,-0.630030924,0.348267818
38.7,-131.8,-0.585272533,0.316040272
39.7,-131.8,-0.538353139,0.274966071
40.7,-131.8,-0.480199543,0.231955162
41.7,-131.8,-0.416336309,0.191077179
42.7,-131.8,-0.354227388,0.155086093
43.7,-131.8,-0.294528725,0.130451882
44.7,-131.8,-0.235980051,0.118009638
45.7,-131.8,-0.178358596,0.114722257
46.7,-131.8,-0.121441593,0.117552637
47.7,-131.8,-0.065006273,0.123463678
48.7,-131.8,-0.008829867,0.129418277
49.7,-131.8,0.047310391,0.132379332
29.7,-130.8,-1.170398227,0.708319516
30.7,-130.8,-1.124552543,0.628273735
31.7,-130.8,-1.059065985,0.568524685
32.7,-130.8,-0.980495613,0.524078946
33.7,-130.8,-0.895398489,0.489943102
34.7,-130.8,-0.810331673,0.461123734
35.7,-130.8,-0.731852226,0.432627424
36.7,-130.8,-0.666517209,0.399460755
37.7,-130.8,-0.615898432,0.36149699
38.7,-130.8,-0.564741812,0.326465095
39.7,-130.8,-0.511787985,0.278768625
40.7,-130.8,-0.44676773,0.228523323
41.7,-130.8,-0.375275935,0.180680489
42.7,-130.8,-0.30540919,0.138236418
43.7,-130.8,-0.240176346,0.108804686
44.7,-130.8,-0.178909177,0.09359143
45.7,-130.8,-0.120609659,0.089076047
46.7,-130.8,-0.064279768,0.091737933
47.7,-130.8,-0.008921482,0.098056485
48.7,-130.8,0.046463224,0.104511101
49.7,-130.8,0.102872373,0.107581177
29.7,-129.8,-1.083789261,0.697301523
30.7,-129.8,-1.07295138,0.624104758
31.7,-129.8,-1.024503022,0.567670906
32.7,-129.8,-0.949444482,0.523776153
33.7,-129.8,-0.858776061,0.488196686
34.7,-129.8,-0.763498055,0.456708693
35.7,-129.8,-0.674321628,0.425181143
36.7,-129.8,-0.601301781,0.389681682
37.7,-129.8,-0.548490222,0.350158096
38.7,-129.8,-0.496183236,0.312698429
39.7,-129.8,-0.443772684,0.263645857
40.7,-129.8,-0.38528014,0.213719758
41.7,-129.8,-0.321127659,0.166390627
42.7,-129.8,-0.253784245,0.123212988
43.7,-129.8,-0.188895637,0.092232568
44.7,-129.8,-0.12845257,0.075160747
45.7,-129.8,-0.071273342,0.068624528
46.7,-129.8,-0.016176252,0.069250912
47.7,-129.8,0.038020399,0.073666902
48.7,-129.8,0.092498314,0.078499499
49.7,-129.8,0.148439192,0.080375705
29.7,-128.8,-0.95480354,0.696399018
30.7,-128.8,-0.990061785,0.622275754
31.7,-128.8,-0.964778786,0.565264005
32.7,-128.8,-0.896671799,0.520576601
33.7,-128.8,-0.803458077,0.483426373
34.7,-128.8,-0.702854875,0.449026148
35.7,-128.8,-0.609423075,0.413600386
36.7,-128.8,-0.530776134,0.375470014
37.7,-128.8,-0.473527215,0.333298933
38.7,-128.8,-0.417235869,0.291582803
39.7,-128.8,-0.368540696,0.24286123
40.7,-128.8,-0.317758751,0.195150301
41.7,-128.8,-0.263870231,0.150029519
42.7,-128.8,-0.20883185,0.10785259
43.7,-128.8,-0.153086958,0.075973311
44.7,-128.8,-0.0975864,0.055861167
45.7,-128.8,-0.042217244,0.044696721
46.7,-128.8,0.013133445,0.039660537
47.7,-128.8,0.068578602,0.037933179
48.7,-128.8,0.12423116,0.036695211
49.7,-128.8,0.180204052,0.033127195
29.7,-127.8,-0.835482258,0.717607658
30.7,-127.8,-0.917824581,0.631151871
31.7,-127.8,-0.915057787,0.567335121
32.7,-127.8,-0.852906758,0.519294802
33.7,-127.8,-0.757096379,0.48016831
34.7,-127.8,-0.653351533,0.443093039
35.7,-127.8,-0.559254169,0.403812094
36.7,-127.8,-0.475174356,0.363238339
37.7,-127.8,-0.410045155,0.317365127
38.7,-127.8,-0.343122726,0.269879598
39.7,-127.8,-0.296565023,0.221156049
40.7,-127.8,-0.252161519,0.175381272
41.7,-127.8,-0.207078933,0.132163457
42.7,-127.8,-0.163688536,0.090822935
43.7,-127.8,-0.117502729,0.057808991
44.7,-127.8,-0.067673179,0.034126901
45.7,-127.8,-0.015058779,0.017563281
46.7,-127.8,0.039481573,0.005904745
47.7,-127.8,0.095088984,-0.003062093
48.7,-127.8,0.150904557,-0.011550617
49.7,-127.8,0.206069397,-0.021774214
29.7,-126.8,-0.74089202,0.745428691
30.7,-126.8,-0.865441681,0.642137224
31.7,-126.8,-0.882293931,0.569074982
32.7,-126.8,-0.824926955,0.516765772
33.7,-126.8,-0.726818938,0.475733401
34.7,-126.8,-0.621448064,0.436501679
35.7,-126.8,-0.528223834,0.394086909
36.7,-126.8,-0.438444811,0.35189133
37.7,-126.8,-0.364536313,0.302757597
38.7,-126.8,-0.283962165,0.250634832
39.7,-126.8,-0.235293995,0.200901756
40.7,-126.8,-0.19358417,0.154982678
41.7,-126.8,-0.152646527,0.111717672
42.7,-126.8,-0.113740551,0.070345915
43.7,-126.8,-0.071917192,0.036352835
44.7,-126.8,-0.025922588,0.010320944
45.7,-126.8,0.023353503,-0.009587559
46.7,-126.8,0.07502132,-0.025210471
47.7,-126.8,0.128191102,-0.038385595
48.7,-126.8,0.181973089,-0.050950729
49.7,-126.8,0.23547752,-0.064743673
29.7,-125.8,-0.686099429,0.764363368
30.7,-125.8,-0.842114994,0.646635931
31.7,-125.8,-0.873441129,0.565674318
32.7,-125.8,-0.819509988,0.509824525
33.7,-125.8,-0.719753727,0.467432547
34.7,-125.8,-0.613604502,0.426844382
35.7,-125.8,-0.520740993,0.382695473
36.7,-125.8,-0.424535864,0.34033366
37.7,-125.8,-0.345189344,0.290263428
38.7,-125.8,-0.259070048,0.238989911
39.7,-125.8,-0.209536773,0.188333546
40.7,-125.8,-0.173199546,0.139633035
41.7,-125.8,-0.138796025,0.0936292
42.7,-125.8,-0.10235597,0.051157589
43.7,-125.8,-0.060229951,0.015731248
44.7,-125.8,-0.012869559,-0.01275463
45.7,-125.8,0.038429645,-0.035779615
46.7,-125.8,0.092372097,-0.054823274
47.7,-125.8,0.147662232,-0.071365174
48.7,-125.8,0.203004488,-0.086884885
49.7,-125.8,0.257103301,-0.102861974
29.7,-124.8,-0.687019309,0.759087952
30.7,-124.8,-0.857084007,0.636255965
31.7,-124.8,-0.895104474,0.552524337
32.7,-124.8,-0.843012173,0.49547834
33.7,-124.8,-0.742738568,0.452703244
34.7,-124.8,-0.636215125,0.411784322
35.7,-124.8,-0.541503404,0.367889103
36.7,-124.8,-0.438232798,0.327318104
37.7,-124.8,-0.352522786,0.277412259
38.7,-124.8,-0.250822395,0.22693379
39.7,-124.8,-0.201962392,0.17575403
40.7,-124.8,-0.191075338,0.124644022
41.7,-124.8,-0.185276712,0.075914437
42.7,-124.8,-0.158383434,0.031863131
43.7,-124.8,-0.113322887,-0.006003765
44.7,-124.8,-0.058254041,-0.038378385
45.7,-124.8,0.003697221,-0.066273323
46.7,-124.8,0.06940502,-0.090701175
47.7,-124.8,0.135743473,-0.112674536
48.7,-124.8,0.1995867,-0.133206
49.7,-124.8,0.25780882,-0.153308164
29.7,-123.8,-0.777778123,0.725700275
30.7,-123.8,-0.916703652,0.612050398
31.7,-123.8,-0.940661162,0.532835093
32.7,-123.8,-0.886402279,0.477083659
33.7,-123.8,-0.790678627,0.433825392
34.7,-123.8,-0.690241832,0.392089589
35.7,-123.8,-0.600496837,0.348123329
36.7,-123.8,-0.505220515,0.307720184
37.7,-123.8,-0.427224759,0.257721585
38.7,-123.8,-0.326162577,0.20677803
39.7,-123.8,-0.280855153,0.155562438
40.7,-123.8,-0.280807812,0.105425187
41.7,-123.8,-0.286533738,0.057451825
42.7,-123.8,-0.264544003,0.012534947
43.7,-123.8,-0.21442132,-0.028404095
44.7,-123.8,-0.146767162,-0.065578558
45.7,-123.8,-0.067594031,-0.099460214
46.7,-123.8,0.017085567,-0.130520834
47.7,-123.8,0.101259129,-0.159232191
48.7,-123.8,0.17891415,-0.186066057
49.7,-123.8,0.244038125,-0.211494202
29.7,-122.8,-0.953769425,0.673169301
30.7,-122.8,-1.015564423,0.579560021
31.7,-122.8,-1.003794453,0.51022921
32.7,-122.8,-0.942620475,0.457346432
33.7,-122.8,-0.856203446,0.413081248
34.7,-122.8,-0.768704325,0.369603218
35.7,-122.8,-0.692031313,0.324421769
36.7,-122.8,-0.620944675,0.281675331
37.7,-122.8,-0.567124439,0.231164345
38.7,-122.8,-0.491652168,0.179655666
39.7,-122.8,-0.452629551,0.128750533
40.7,-122.8,-0.439056649,0.082373914
41.7,-122.8,-0.428645649,0.038233637
42.7,-122.8,-0.40355874,-0.006754559
43.7,-122.8,-0.346750576,-0.051021631
44.7,-122.8,-0.263100046,-0.093383388
45.7,-122.8,-0.162194374,-0.133731819
46.7,-122.8,-0.053620782,-0.171958912
47.7,-122.8,0.053033504,-0.207956656
48.7,-122.8,0.14818126,-0.241617037
49.7,-122.8,0.222235263,-0.272832045
29.7,-121.8,-1.19284576,0.610250934
30.7,-121.8,-1.145839171,0.542362393
31.7,-121.8,-1.082850456,0.485745442
32.7,-121.8,-1.010499981,0.436588335
33.7,-121.8,-0.935408111,0.391079323
34.7,-121.8,-0.864195213,0.34540666
35.7,-121.8,-0.804037854,0.298482909
36.7,-121.8,-0.764846085,0.252186549
37.7,-121.8,-0.743429207,0.200879393
38.7,-121.8,-0.705791378,0.148738361
39.7,-121.8,-0.673737453,0.098350569
40.7,-121.8,-0.632953789,0.05720801
41.7,-121.8,-0.591036378,0.018562747
42.7,-121.8,-0.558148704,-0.025932983
43.7,-121.8,-0.493535978,-0.073408262
44.7,-121.8,-0.391943822,-0.120821113
45.7,-121.8,-0.266854069,-0.16747967
46.7,-121.8,-0.131748551,-0.212692068
47.7,-121.8,-0.000109098,-0.255766441
48.7,-121.8,0.114582457,-0.296010923
49.7,-121.8,0.198844282,-0.33273365
29.7,-120.8,-1.472859676,0.545701076
30.7,-120.8,-1.299700749,0.504035073
31.7,-120.8,-1.176175278,0.460422543
32.7,-120.8,-1.088874014,0.415131043
33.7,-120.8,-1.024387706,0.368428131
34.7,-120.8,-0.969307105,0.320581363
35.7,-120.8,-0.924447482,0.272005236
36.7,-120.8,-0.916365549,0.222256845
37.7,-120.8,-0.927346443,0.170005584
38.7,-120.8,-0.927080415,0.117197779
39.7,-120.8,-0.900630728,0.067394801
40.7,-120.8,-0.829631172,0.031645281
41.7,-120.8,-0.75312986,-0.001257971
42.7,-120.8,-0.711034958,-0.04492792
43.7,-120.8,-0.638002847,-0.095115879
44.7,-120.8,-0.517989615,-0.146919971
45.7,-120.8,-0.36832338,-0.199095298
46.7,-120.8,-0.20633226,-0.250396961
47.7,-120.8,-0.049344374,-0.299580061
48.7,-120.8,0.085312162,-0.345399698
49.7,-120.8,0.180309229,-0.386610974
29.7,-119.8,-1.771663716,0.488275629
30.7,-119.8,-1.469322008,0.46815562
31.7,-119.8,-1.282115028,0.435299267
32.7,-119.8,-1.176575793,0.393296233
33.7,-119.8,-1.119237315,0.345736181
34.7,-119.8,-1.076632609,0.296208777
35.7,-119.8,-1.041191218,0.246687235
36.7,-119.8,-1.054943874,0.194889227
37.7,-119.8,-1.090083527,0.141681772
38.7,-119.8,-1.114019489,0.088205582
39.7,-119.8,-1.089761245,0.038915483
40.7,-119.8,-0.996220736,0.007403533
41.7,-119.8,-0.894350029,-0.020925643
42.7,-119.8,-0.844938562,-0.063666966
43.7,-119.8,-0.763376507,-0.115696369
44.7,-119.8,-0.625928551,-0.1707082
45.7,-119.8,-0.453352568,-0.226970234
46.7,-119.8,-0.266406433,-0.282750251
47.7,-119.8,-0.085848018,-0.336316029
48.7,-119.8,0.067564801,-0.385935344
49.7,-119.8,0.173074152,-0.429875975
29.7,-118.8,-2.067110429,0.446730496
30.7,-118.8,-1.6468758,0.438301592
31.7,-118.8,-1.399015815,0.411414367
32.7,-118.8,-1.272438536,0.371405579
33.7,-118.8,-1.216052022,0.323611988
34.7,-118.8,-1.178764335,0.27337035
35.7,-118.8,-1.142200086,0.224227394
36.7,-118.8,-1.160021866,0.1730867
37.7,-118.8,-1.202847839,0.119046812
38.7,-118.8,-1.225108807,0.064933433
39.7,-118.8,-1.19758087,0.015944872
40.7,-118.8,-1.099854422,-0.013799425
41.7,-118.8,-0.994120817,-0.040137394
42.7,-118.8,-0.942580579,-0.082077715
43.7,-118.8,-0.852882282,-0.134701624
44.7,-118.8,-0.700451757,-0.191214037
45.7,-118.8,-0.508691897,-0.24949601
46.7,-118.8,-0.30100559,-0.307428598
47.7,-118.8,-0.100795728,-0.362892858
48.7,-118.8,0.068534798,-0.413769843
49.7,-118.8,0.183583099,-0.45794061
