date,variable,value,value01
12/1/1976,pop,219006,0.166767613
1/1/1977,pop,219179,0.168189255
2/1/1977,pop,219344,0.169545156
3/1/1977,pop,219504,0.170859969
4/1/1977,pop,219684,0.172339134
5/1/1977,pop,219859,0.17377721
6/1/1977,pop,220046,0.175313898
7/1/1977,pop,220239,0.176899892
8/1/1977,pop,220458,0.178699542
9/1/1977,pop,220688,0.180589586
10/1/1977,pop,220904,0.182364584
11/1/1977,pop,221109,0.184049188
12/1/1977,pop,221303,0.185643399
1/1/1978,pop,221477,0.187073258
2/1/1978,pop,221629,0.188322331
3/1/1978,pop,221792,0.189661797
4/1/1978,pop,221991,0.191297096
5/1/1978,pop,222176,0.192817348
6/1/1978,pop,222379,0.194485518
7/1/1978,pop,222585,0.196178339
8/1/1978,pop,222805,0.197986208
9/1/1978,pop,223053,0.200024168
10/1/1978,pop,223271,0.201815601
11/1/1978,pop,223477,0.203508423
12/1/1978,pop,223670,0.205094416
1/1/1979,pop,223865,0.206696845
2/1/1979,pop,224053,0.20824175
3/1/1979,pop,224235,0.20973735
4/1/1979,pop,224438,0.211405519
5/1/1979,pop,224632,0.21299973
6/1/1979,pop,224843,0.21473364
7/1/1979,pop,225055,0.216475767
8/1/1979,pop,225295,0.218447987
9/1/1979,pop,225547,0.220518818
10/1/1979,pop,225801,0.222606084
11/1/1979,pop,226027,0.224463257
12/1/1979,pop,226243,0.226238255
1/1/1980,pop,226451,0.227947512
2/1/1980,pop,226656,0.229632117
3/1/1980,pop,226849,0.23121811
4/1/1980,pop,227061,0.232960237
5/1/1980,pop,227251,0.234521578
6/1/1980,pop,227522,0.236748543
7/1/1980,pop,227726,0.238424929
8/1/1980,pop,227953,0.240290321
9/1/1980,pop,228186,0.242205017
10/1/1980,pop,228417,0.244103279
11/1/1980,pop,228612,0.245705707
12/1/1980,pop,228779,0.247078043
1/1/1981,pop,228937,0.248376421
2/1/1981,pop,229071,0.249477577
3/1/1981,pop,229224,0.250734868
4/1/1981,pop,229403,0.252205815
5/1/1981,pop,229575,0.253619239
6/1/1981,pop,229761,0.255147709
7/1/1981,pop,229966,0.256832314
8/1/1981,pop,230187,0.258648399
9/1/1981,pop,230412,0.260497355
10/1/1981,pop,230641,0.262379182
11/1/1981,pop,230822,0.263866564
12/1/1981,pop,230989,0.2652389
1/1/1982,pop,231157,0.266619454
2/1/1982,pop,231313,0.267901397
3/1/1982,pop,231470,0.269191557
4/1/1982,pop,231645,0.270629634
5/1/1982,pop,231809,0.271977318
6/1/1982,pop,231992,0.273481135
7/1/1982,pop,232188,0.275091781
8/1/1982,pop,232392,0.276768168
9/1/1982,pop,232599,0.278469207
10/1/1982,pop,232816,0.280252423
11/1/1982,pop,232993,0.281706935
12/1/1982,pop,233160,0.283079271
1/1/1983,pop,233322,0.284410519
2/1/1983,pop,233473,0.285651374
3/1/1983,pop,233613,0.286801836
4/1/1983,pop,233781,0.28818239
5/1/1983,pop,233922,0.289341069
6/1/1983,pop,234118,0.290951715
7/1/1983,pop,234307,0.292504838
8/1/1983,pop,234501,0.294099049
9/1/1983,pop,234701,0.295742565
10/1/1983,pop,234907,0.297435387
11/1/1983,pop,235078,0.298840594
12/1/1983,pop,235235,0.300130754
1/1/1984,pop,235385,0.301363391
2/1/1984,pop,235527,0.302530288
3/1/1984,pop,235675,0.30374649
4/1/1984,pop,235839,0.305094174
5/1/1984,pop,235993,0.306359681
6/1/1984,pop,236160,0.307732018
7/1/1984,pop,236348,0.309276923
8/1/1984,pop,236549,0.310928657
9/1/1984,pop,236760,0.312662567
10/1/1984,pop,236976,0.314437565
11/1/1984,pop,237159,0.315941382
12/1/1984,pop,237316,0.317231543
1/1/1985,pop,237468,0.318480615
2/1/1985,pop,237602,0.319581771
3/1/1985,pop,237732,0.320650057
4/1/1985,pop,237900,0.322030611
5/1/1985,pop,238074,0.32346047
6/1/1985,pop,238270,0.325071116
7/1/1985,pop,238466,0.326681762
8/1/1985,pop,238679,0.328432107
9/1/1985,pop,238898,0.330231758
10/1/1985,pop,239113,0.331998538
11/1/1985,pop,239307,0.333592749
12/1/1985,pop,239477,0.334989738
1/1/1986,pop,239638,0.336312768
2/1/1986,pop,239788,0.337545406
3/1/1986,pop,239928,0.338695867
4/1/1986,pop,240094,0.340059986
5/1/1986,pop,240271,0.341514498
6/1/1986,pop,240459,0.343059403
7/1/1986,pop,240651,0.344637179
8/1/1986,pop,240854,0.346305348
9/1/1986,pop,241068,0.348063911
10/1/1986,pop,241274,0.349756733
11/1/1986,pop,241467,0.351342726
12/1/1986,pop,241620,0.352600016
1/1/1987,pop,241784,0.3539477
2/1/1987,pop,241930,0.355147467
3/1/1987,pop,242079,0.356371887
4/1/1987,pop,242252,0.357793528
5/1/1987,pop,242423,0.359198735
6/1/1987,pop,242608,0.360718987
7/1/1987,pop,242804,0.362329634
8/1/1987,pop,243012,0.364038891
9/1/1987,pop,243223,0.365772801
10/1/1987,pop,243446,0.367605321
11/1/1987,pop,243639,0.369191315
12/1/1987,pop,243809,0.370588304
1/1/1988,pop,243981,0.372001728
2/1/1988,pop,244131,0.373234365
3/1/1988,pop,244279,0.374450567
4/1/1988,pop,244445,0.375814686
5/1/1988,pop,244610,0.377170587
6/1/1988,pop,244806,0.378781233
7/1/1988,pop,245021,0.380548013
8/1/1988,pop,245240,0.382347664
9/1/1988,pop,245464,0.384188402
10/1/1988,pop,245693,0.386070229
11/1/1988,pop,245884,0.387639787
12/1/1988,pop,246056,0.389053211
1/1/1989,pop,246224,0.390433765
2/1/1989,pop,246378,0.391699272
3/1/1989,pop,246530,0.392948345
4/1/1989,pop,246721,0.394517903
5/1/1989,pop,246906,0.396038156
6/1/1989,pop,247114,0.397747413
7/1/1989,pop,247342,0.399621022
8/1/1989,pop,247573,0.401519283
9/1/1989,pop,247816,0.403516155
10/1/1989,pop,248067,0.405578769
11/1/1989,pop,248281,0.407337331
12/1/1989,pop,248479,0.408964412
1/1/1990,pop,248659,0.410443577
2/1/1990,pop,248827,0.411824131
3/1/1990,pop,249012,0.413344384
4/1/1990,pop,249306,0.415760353
5/1/1990,pop,249565,0.417888707
6/1/1990,pop,249849,0.4202225
7/1/1990,pop,250132,0.422548076
8/1/1990,pop,250439,0.425070874
9/1/1990,pop,250751,0.427634759
10/1/1990,pop,251057,0.430149339
11/1/1990,pop,251346,0.432524221
12/1/1990,pop,251626,0.434825144
1/1/1991,pop,251889,0.436986368
2/1/1991,pop,252135,0.439007893
3/1/1991,pop,252372,0.44095546
4/1/1991,pop,252643,0.443182425
5/1/1991,pop,252913,0.445401172
6/1/1991,pop,253207,0.447817141
7/1/1991,pop,253493,0.45016737
8/1/1991,pop,253807,0.45274769
9/1/1991,pop,254126,0.455369099
10/1/1991,pop,254435,0.457908332
11/1/1991,pop,254718,0.460233908
12/1/1991,pop,254964,0.462255433
1/1/1992,pop,255214,0.464309828
2/1/1992,pop,255448,0.466232743
3/1/1992,pop,255703,0.468328226
4/1/1992,pop,255992,0.470703107
5/1/1992,pop,256285,0.473110859
6/1/1992,pop,256589,0.475609004
7/1/1992,pop,256894,0.478115367
8/1/1992,pop,257232,0.480892909
9/1/1992,pop,257548,0.483489665
10/1/1992,pop,257861,0.486061769
11/1/1992,pop,258147,0.488411997
12/1/1992,pop,258413,0.490597874
1/1/1993,pop,258679,0.492783751
2/1/1993,pop,258919,0.49475597
3/1/1993,pop,259152,0.496670667
4/1/1993,pop,259414,0.498823674
5/1/1993,pop,259680,0.501009551
6/1/1993,pop,259963,0.503335126
7/1/1993,pop,260255,0.50573466
8/1/1993,pop,260566,0.508290328
9/1/1993,pop,260867,0.510763821
10/1/1993,pop,261163,0.513196225
11/1/1993,pop,261425,0.515349231
12/1/1993,pop,261674,0.517395409
1/1/1994,pop,261919,0.519408717
2/1/1994,pop,262123,0.521085104
3/1/1994,pop,262352,0.52296693
4/1/1994,pop,262631,0.525259636
5/1/1994,pop,262877,0.527281161
6/1/1994,pop,263152,0.529540996
7/1/1994,pop,263436,0.531874789
8/1/1994,pop,263724,0.534241453
9/1/1994,pop,264017,0.536649204
10/1/1994,pop,264301,0.538982998
11/1/1994,pop,264559,0.541103134
12/1/1994,pop,264804,0.543116442
1/1/1995,pop,265044,0.545088661
2/1/1995,pop,265270,0.546945835
3/1/1995,pop,265495,0.548794791
4/1/1995,pop,265755,0.550931362
5/1/1995,pop,265998,0.552928235
6/1/1995,pop,266270,0.555163417
7/1/1995,pop,266557,0.557521863
8/1/1995,pop,266843,0.559872092
9/1/1995,pop,267152,0.562411325
10/1/1995,pop,267456,0.56490947
11/1/1995,pop,267715,0.567037823
12/1/1995,pop,267943,0.568911432
1/1/1996,pop,268151,0.570620689
2/1/1996,pop,268364,0.572371034
3/1/1996,pop,268595,0.574269296
4/1/1996,pop,268853,0.576389432
5/1/1996,pop,269108,0.578484915
6/1/1996,pop,269386,0.580769403
7/1/1996,pop,269667,0.583078544
8/1/1996,pop,269976,0.585617777
9/1/1996,pop,270284,0.588148792
10/1/1996,pop,270581,0.590589414
11/1/1996,pop,270878,0.593030036
12/1/1996,pop,271125,0.595059779
1/1/1997,pop,271360,0.59699091
2/1/1997,pop,271585,0.598839866
3/1/1997,pop,271821,0.600779216
4/1/1997,pop,272083,0.602932222
5/1/1997,pop,272342,0.605060576
6/1/1997,pop,272622,0.607361499
7/1/1997,pop,272912,0.609744598
8/1/1997,pop,273237,0.612415312
9/1/1997,pop,273553,0.615012068
10/1/1997,pop,273852,0.617469125
11/1/1997,pop,274126,0.619720743
12/1/1997,pop,274372,0.621742268
1/1/1998,pop,274626,0.623829534
2/1/1998,pop,274838,0.625571661
3/1/1998,pop,275047,0.627289136
4/1/1998,pop,275304,0.629401055
5/1/1998,pop,275564,0.631537626
6/1/1998,pop,275836,0.633772808
7/1/1998,pop,276115,0.636065514
8/1/1998,pop,276418,0.638555441
9/1/1998,pop,276714,0.640987845
10/1/1998,pop,277003,0.643362727
11/1/1998,pop,277277,0.645614344
12/1/1998,pop,277526,0.647660522
1/1/1999,pop,277790,0.649829964
2/1/1999,pop,277992,0.651489915
3/1/1999,pop,278198,0.653182737
4/1/1999,pop,278451,0.655261786
5/1/1999,pop,278717,0.657447663
6/1/1999,pop,279001,0.659781456
7/1/1999,pop,279295,0.662197425
8/1/1999,pop,279602,0.664720223
9/1/1999,pop,279903,0.667193715
10/1/1999,pop,280203,0.66965899
11/1/1999,pop,280471,0.671861302
12/1/1999,pop,280716,0.673874609
1/1/2000,pop,280976,0.676011181
2/1/2000,pop,281190,0.677769743
3/1/2000,pop,281409,0.679569394
4/1/2000,pop,281653,0.681574484
5/1/2000,pop,281877,0.683415222
6/1/2000,pop,282126,0.6854614
7/1/2000,pop,282385,0.687589754
8/1/2000,pop,282653,0.689792066
9/1/2000,pop,282932,0.692084771
10/1/2000,pop,283201,0.694295301
11/1/2000,pop,283453,0.696366132
12/1/2000,pop,283696,0.698363004
1/1/2001,pop,283920,0.700203743
2/1/2001,pop,284137,0.701986958
3/1/2001,pop,284350,0.703737303
4/1/2001,pop,284581,0.705635564
5/1/2001,pop,284810,0.707517391
6/1/2001,pop,285062,0.709588221
7/1/2001,pop,285309,0.711617964
8/1/2001,pop,285570,0.713762753
9/1/2001,pop,285843,0.716006153
10/1/2001,pop,286098,0.718101637
11/1/2001,pop,286341,0.720098509
12/1/2001,pop,286570,0.721980335
1/1/2002,pop,286788,0.723771768
2/1/2002,pop,286994,0.72546459
3/1/2002,pop,287190,0.727075236
4/1/2002,pop,287397,0.728776276
5/1/2002,pop,287623,0.730633449
6/1/2002,pop,287864,0.732613887
7/1/2002,pop,288105,0.734594324
8/1/2002,pop,288360,0.736689808
9/1/2002,pop,288618,0.738809944
10/1/2002,pop,288870,0.740880774
11/1/2002,pop,289106,0.742820124
12/1/2002,pop,289313,0.744521163
1/1/2003,pop,289518,0.746205768
2/1/2003,pop,289714,0.747816414
3/1/2003,pop,289911,0.749435277
4/1/2003,pop,290125,0.75119384
5/1/2003,pop,290346,0.753009926
6/1/2003,pop,290584,0.75496571
7/1/2003,pop,290820,0.75690506
8/1/2003,pop,291072,0.75897589
9/1/2003,pop,291321,0.761022068
10/1/2003,pop,291574,0.763101117
11/1/2003,pop,291807,0.765015813
12/1/2003,pop,292008,0.766667547
1/1/2004,pop,292192,0.768179582
2/1/2004,pop,292368,0.769625877
3/1/2004,pop,292561,0.77121187
4/1/2004,pop,292779,0.773003303
5/1/2004,pop,292997,0.774794736
6/1/2004,pop,293223,0.77665191
7/1/2004,pop,293463,0.778624129
8/1/2004,pop,293719,0.78072783
9/1/2004,pop,293971,0.782798661
10/1/2004,pop,294230,0.784927015
11/1/2004,pop,294466,0.786866364
12/1/2004,pop,294694,0.788739973
1/1/2005,pop,294914,0.790547841
2/1/2005,pop,295105,0.792117399
3/1/2005,pop,295287,0.793612999
4/1/2005,pop,295490,0.795281168
5/1/2005,pop,295704,0.797039731
6/1/2005,pop,295936,0.79894621
7/1/2005,pop,296186,0.801000606
8/1/2005,pop,296440,0.803087872
9/1/2005,pop,296707,0.805281966
10/1/2005,pop,296972,0.807459625
11/1/2005,pop,297207,0.809390757
12/1/2005,pop,297431,0.811231495
1/1/2006,pop,297647,0.813006493
2/1/2006,pop,297854,0.814707533
3/1/2006,pop,298060,0.816400355
4/1/2006,pop,298281,0.81821644
5/1/2006,pop,298496,0.819983221
6/1/2006,pop,298739,0.821980093
7/1/2006,pop,298996,0.824092012
8/1/2006,pop,299263,0.826286106
9/1/2006,pop,299554,0.828677422
10/1/2006,pop,299835,0.830986563
11/1/2006,pop,300094,0.833114917
12/1/2006,pop,300340,0.835136442
1/1/2007,pop,300574,0.837059356
2/1/2007,pop,300802,0.838932965
3/1/2007,pop,301021,0.840732616
4/1/2007,pop,301254,0.842647312
5/1/2007,pop,301483,0.844529138
6/1/2007,pop,301739,0.84663284
7/1/2007,pop,302004,0.848810499
8/1/2007,pop,302267,0.850971723
9/1/2007,pop,302546,0.853264428
10/1/2007,pop,302807,0.855409217
11/1/2007,pop,303054,0.85743896
12/1/2007,pop,303287,0.859353657
1/1/2008,pop,303506,0.861153307
2/1/2008,pop,303711,0.862837912
3/1/2008,pop,303907,0.864448558
4/1/2008,pop,304117,0.86617425
5/1/2008,pop,304323,0.867867072
6/1/2008,pop,304556,0.869781769
7/1/2008,pop,304798,0.871770423
8/1/2008,pop,305045,0.873800166
9/1/2008,pop,305309,0.875969608
10/1/2008,pop,305554,0.877982916
11/1/2008,pop,305786,0.879889395
12/1/2008,pop,306004,0.881680828
1/1/2009,pop,306208,0.883357214
2/1/2009,pop,306402,0.884951425
3/1/2009,pop,306588,0.886479896
4/1/2009,pop,306787,0.888115194
5/1/2009,pop,306984,0.889734058
6/1/2009,pop,307206,0.891558361
7/1/2009,pop,307439,0.893473058
8/1/2009,pop,307685,0.895494583
9/1/2009,pop,307946,0.897639372
10/1/2009,pop,308189,0.899636245
11/1/2009,pop,308418,0.901518071
12/1/2009,pop,308633,0.903284851
1/1/2010,pop,308833,0.904928368
2/1/2010,pop,309027,0.906522578
3/1/2010,pop,309212,0.908042831
4/1/2010,pop,309191.211,0.907871996
5/1/2010,pop,309369.053,0.909333427
6/1/2010,pop,309548.502,0.910808064
7/1/2010,pop,309745.698,0.912428538
8/1/2010,pop,309957.775,0.914171299
9/1/2010,pop,310176.466,0.91596841
10/1/2010,pop,310399.958,0.917804974
11/1/2010,pop,310595.764,0.919414026
12/1/2010,pop,310781.705,0.920942011
1/1/2011,pop,310960.74,0.922413246
2/1/2011,pop,311113.376,0.923667545
3/1/2011,pop,311265.404,0.924916847
4/1/2011,pop,311436.238,0.92632069
5/1/2011,pop,311607.08,0.927724598
6/1/2011,pop,311791.223,0.929237808
7/1/2011,pop,311997.049,0.9309292
8/1/2011,pop,312205.367,0.932641071
9/1/2011,pop,312429.118,0.934479763
10/1/2011,pop,312644.159,0.93624688
11/1/2011,pop,312829.523,0.937770124
12/1/2011,pop,313009.712,0.939250842
1/1/2012,pop,313183.179,0.940676321
2/1/2012,pop,313338.977,0.941956604
3/1/2012,pop,313499.369,0.943274638
4/1/2012,pop,313667.127,0.944653203
5/1/2012,pop,313830.53,0.945995981
6/1/2012,pop,314017.594,0.947533195
7/1/2012,pop,314210.786,0.949120766
8/1/2012,pop,314422.341,0.950859237
9/1/2012,pop,314646.749,0.952703328
10/1/2012,pop,314853.978,0.954406249
11/1/2012,pop,315053.863,0.95604882
12/1/2012,pop,315232.752,0.957518856
1/1/2013,pop,315389.595,0.958807726
2/1/2013,pop,315520.143,0.959880515
3/1/2013,pop,315662.224,0.961048077
4/1/2013,pop,315817.855,0.962326988
5/1/2013,pop,315983.654,0.963689454
6/1/2013,pop,316171.042,0.965229331
7/1/2013,pop,316358.778,0.966772067
8/1/2013,pop,316580.327,0.968592664
9/1/2013,pop,316806.125,0.970448177
10/1/2013,pop,317022.27,0.972224367
11/1/2013,pop,317228.026,0.973915184
12/1/2013,pop,317411.551,0.975423315
1/1/2014,pop,317593.923,0.976921972
2/1/2014,pop,317753.883,0.978236457
3/1/2014,pop,317917.203,0.979578552
4/1/2014,pop,318089.218,0.9809921
5/1/2014,pop,318269.505,0.982473623
6/1/2014,pop,318464.152,0.984073151
7/1/2014,pop,318662.368,0.985702007
8/1/2014,pop,318893.786,0.987603703
9/1/2014,pop,319125.296,0.989506156
10/1/2014,pop,319353.734,0.991383364
11/1/2014,pop,319564.209,0.993112959
12/1/2014,pop,319746.157,0.994608132
1/1/2015,pop,319928.646,0.99610775
2/1/2015,pop,320074.511,0.997306408
3/1/2015,pop,320230.786,0.998590611
4/1/2015,pop,320402.295,1
7/1/1967,psavert,12.6,0.688741722
8/1/1967,psavert,12.6,0.688741722
9/1/1967,psavert,11.9,0.642384106
10/1/1967,psavert,12.9,0.708609272
11/1/1967,psavert,12.8,0.701986755
12/1/1967,psavert,11.8,0.635761589
1/1/1968,psavert,11.7,0.629139073
2/1/1968,psavert,12.3,0.668874172
3/1/1968,psavert,11.7,0.629139073
4/1/1968,psavert,12.3,0.668874172
5/1/1968,psavert,12,0.649006623
6/1/1968,psavert,11.7,0.629139073
7/1/1968,psavert,10.7,0.562913907
8/1/1968,psavert,10.5,0.549668874
9/1/1968,psavert,10.6,0.556291391
10/1/1968,psavert,10.8,0.569536424
11/1/1968,psavert,10.6,0.556291391
12/1/1968,psavert,11.1,0.589403974
1/1/1969,psavert,10.3,0.536423841
2/1/1969,psavert,9.7,0.496688742
3/1/1969,psavert,10.2,0.529801325
4/1/1969,psavert,9.7,0.496688742
5/1/1969,psavert,10.1,0.523178808
6/1/1969,psavert,11.1,0.589403974
7/1/1969,psavert,11.8,0.635761589
8/1/1969,psavert,11.5,0.61589404
9/1/1969,psavert,11.6,0.622516556
10/1/1969,psavert,11.4,0.609271523
11/1/1969,psavert,11.6,0.622516556
12/1/1969,psavert,11.8,0.635761589
1/1/1970,psavert,11.8,0.635761589
2/1/1970,psavert,11.7,0.629139073
3/1/1970,psavert,12.4,0.675496689
4/1/1970,psavert,13.3,0.735099338
5/1/1970,psavert,12.4,0.675496689
6/1/1970,psavert,12.3,0.668874172
7/1/1970,psavert,13.5,0.748344371
8/1/1970,psavert,13.4,0.741721854
9/1/1970,psavert,12.9,0.708609272
10/1/1970,psavert,13.1,0.721854305
11/1/1970,psavert,13.6,0.754966887
12/1/1970,psavert,13.2,0.728476821
1/1/1971,psavert,13.3,0.735099338
2/1/1971,psavert,13.3,0.735099338
3/1/1971,psavert,13.5,0.748344371
4/1/1971,psavert,13.2,0.728476821
5/1/1971,psavert,13.6,0.754966887
6/1/1971,psavert,14.7,0.82781457
7/1/1971,psavert,13.8,0.768211921
8/1/1971,psavert,13.6,0.754966887
9/1/1971,psavert,13.3,0.735099338
10/1/1971,psavert,13.3,0.735099338
11/1/1971,psavert,13.1,0.721854305
12/1/1971,psavert,13,0.715231788
1/1/1972,psavert,12.5,0.682119205
2/1/1972,psavert,12.8,0.701986755
3/1/1972,psavert,11.8,0.635761589
4/1/1972,psavert,11.5,0.61589404
5/1/1972,psavert,11.7,0.629139073
6/1/1972,psavert,11.7,0.629139073
7/1/1972,psavert,11.7,0.629139073
8/1/1972,psavert,12,0.649006623
9/1/1972,psavert,12.2,0.662251656
10/1/1972,psavert,13,0.715231788
11/1/1972,psavert,13.6,0.754966887
12/1/1972,psavert,13.7,0.761589404
1/1/1973,psavert,12.4,0.675496689
2/1/1973,psavert,12.5,0.682119205
3/1/1973,psavert,12.7,0.695364238
4/1/1973,psavert,13.2,0.728476821
5/1/1973,psavert,13.2,0.728476821
6/1/1973,psavert,13.6,0.754966887
7/1/1973,psavert,13.2,0.728476821
8/1/1973,psavert,13.9,0.774834437
9/1/1973,psavert,13.1,0.721854305
10/1/1973,psavert,14.4,0.80794702
11/1/1973,psavert,14.4,0.80794702
12/1/1973,psavert,14.8,0.834437086
1/1/1974,psavert,14.3,0.801324503
2/1/1974,psavert,14.2,0.794701987
3/1/1974,psavert,13.4,0.741721854
4/1/1974,psavert,13.1,0.721854305
5/1/1974,psavert,12.8,0.701986755
6/1/1974,psavert,12.8,0.701986755
7/1/1974,psavert,12.8,0.701986755
8/1/1974,psavert,12.1,0.655629139
9/1/1974,psavert,12.9,0.708609272
10/1/1974,psavert,13.4,0.741721854
11/1/1974,psavert,13.8,0.768211921
12/1/1974,psavert,14,0.781456954
1/1/1975,psavert,13.2,0.728476821
2/1/1975,psavert,12.5,0.682119205
3/1/1975,psavert,12.7,0.695364238
4/1/1975,psavert,14.2,0.794701987
5/1/1975,psavert,17.3,1
6/1/1975,psavert,14.3,0.801324503
7/1/1975,psavert,12.6,0.688741722
8/1/1975,psavert,13,0.715231788
9/1/1975,psavert,13,0.715231788
10/1/1975,psavert,13.4,0.741721854
11/1/1975,psavert,12.7,0.695364238
12/1/1975,psavert,12,0.649006623
1/1/1976,psavert,11.7,0.629139073
2/1/1976,psavert,12.3,0.668874172
3/1/1976,psavert,12.2,0.662251656
4/1/1976,psavert,11.7,0.629139073
5/1/1976,psavert,12.3,0.668874172
6/1/1976,psavert,11.4,0.609271523
7/1/1976,psavert,11.7,0.629139073
8/1/1976,psavert,11.7,0.629139073
9/1/1976,psavert,11.4,0.609271523
10/1/1976,psavert,11.1,0.589403974
11/1/1976,psavert,11.4,0.609271523
12/1/1976,psavert,10.6,0.556291391
1/1/1977,psavert,10.6,0.556291391
2/1/1977,psavert,9.3,0.470198675
3/1/1977,psavert,10.5,0.549668874
4/1/1977,psavert,10.5,0.549668874
5/1/1977,psavert,10.3,0.536423841
6/1/1977,psavert,10.6,0.556291391
7/1/1977,psavert,10.5,0.549668874
8/1/1977,psavert,10.9,0.57615894
9/1/1977,psavert,11.1,0.589403974
10/1/1977,psavert,11,0.582781457
11/1/1977,psavert,11.2,0.59602649
12/1/1977,psavert,11.4,0.609271523
1/1/1978,psavert,11.9,0.642384106
2/1/1978,psavert,11.1,0.589403974
3/1/1978,psavert,11,0.582781457
4/1/1978,psavert,10.8,0.569536424
5/1/1978,psavert,10.3,0.536423841
6/1/1978,psavert,10,0.516556291
7/1/1978,psavert,10.9,0.57615894
8/1/1978,psavert,10.5,0.549668874
9/1/1978,psavert,10.6,0.556291391
10/1/1978,psavert,10.7,0.562913907
11/1/1978,psavert,10.5,0.549668874
12/1/1978,psavert,10.4,0.543046358
1/1/1979,psavert,11.1,0.589403974
2/1/1979,psavert,11.1,0.589403974
3/1/1979,psavert,11.2,0.59602649
4/1/1979,psavert,11,0.582781457
5/1/1979,psavert,10.3,0.536423841
6/1/1979,psavert,9.9,0.509933775
7/1/1979,psavert,10.6,0.556291391
8/1/1979,psavert,9.7,0.496688742
9/1/1979,psavert,9.4,0.476821192
10/1/1979,psavert,9.7,0.496688742
11/1/1979,psavert,9.7,0.496688742
12/1/1979,psavert,10.1,0.523178808
1/1/1980,psavert,9.9,0.509933775
2/1/1980,psavert,10.1,0.523178808
3/1/1980,psavert,10.2,0.529801325
4/1/1980,psavert,11.3,0.602649007
5/1/1980,psavert,11.4,0.609271523
6/1/1980,psavert,11.2,0.59602649
7/1/1980,psavert,11.3,0.602649007
8/1/1980,psavert,11.3,0.602649007
9/1/1980,psavert,11.7,0.629139073
10/1/1980,psavert,11.3,0.602649007
11/1/1980,psavert,11.6,0.622516556
12/1/1980,psavert,11.4,0.609271523
1/1/1981,psavert,10.9,0.57615894
2/1/1981,psavert,10.8,0.569536424
3/1/1981,psavert,10.8,0.569536424
4/1/1981,psavert,10.9,0.57615894
5/1/1981,psavert,11,0.582781457
6/1/1981,psavert,10.8,0.569536424
7/1/1981,psavert,12.3,0.668874172
8/1/1981,psavert,12,0.649006623
9/1/1981,psavert,12.4,0.675496689
10/1/1981,psavert,13,0.715231788
11/1/1981,psavert,13.2,0.728476821
12/1/1981,psavert,12.5,0.682119205
1/1/1982,psavert,12.7,0.695364238
2/1/1982,psavert,12.1,0.655629139
3/1/1982,psavert,12.2,0.662251656
4/1/1982,psavert,12.9,0.708609272
5/1/1982,psavert,12.3,0.668874172
6/1/1982,psavert,12.3,0.668874172
7/1/1982,psavert,12.5,0.682119205
8/1/1982,psavert,12.6,0.688741722
9/1/1982,psavert,11.8,0.635761589
10/1/1982,psavert,11.3,0.602649007
11/1/1982,psavert,10.9,0.57615894
12/1/1982,psavert,10.9,0.57615894
1/1/1983,psavert,11.1,0.589403974
2/1/1983,psavert,11.1,0.589403974
3/1/1983,psavert,10.6,0.556291391
4/1/1983,psavert,10.3,0.536423841
5/1/1983,psavert,9.9,0.509933775
6/1/1983,psavert,9.1,0.456953642
7/1/1983,psavert,9.6,0.490066225
8/1/1983,psavert,9.2,0.463576159
9/1/1983,psavert,9.6,0.490066225
10/1/1983,psavert,9.7,0.496688742
11/1/1983,psavert,10.3,0.536423841
12/1/1983,psavert,10.1,0.523178808
1/1/1984,psavert,10,0.516556291
2/1/1984,psavert,11.7,0.629139073
3/1/1984,psavert,11.5,0.61589404
4/1/1984,psavert,11.5,0.61589404
5/1/1984,psavert,11.1,0.589403974
6/1/1984,psavert,11.1,0.589403974
7/1/1984,psavert,11.6,0.622516556
8/1/1984,psavert,11.8,0.635761589
9/1/1984,psavert,11.8,0.635761589
10/1/1984,psavert,11.7,0.629139073
11/1/1984,psavert,10.9,0.57615894
12/1/1984,psavert,11.2,0.59602649
1/1/1985,psavert,10.3,0.536423841
2/1/1985,psavert,9.1,0.456953642
3/1/1985,psavert,8.7,0.430463576
4/1/1985,psavert,9.9,0.509933775
5/1/1985,psavert,11.1,0.589403974
6/1/1985,psavert,9.6,0.490066225
7/1/1985,psavert,9.1,0.456953642
8/1/1985,psavert,8.2,0.397350993
9/1/1985,psavert,7.3,0.337748344
10/1/1985,psavert,9.1,0.456953642
11/1/1985,psavert,9,0.450331126
12/1/1985,psavert,8.6,0.42384106
1/1/1986,psavert,8.6,0.42384106
2/1/1986,psavert,9.3,0.470198675
3/1/1986,psavert,9.9,0.509933775
4/1/1986,psavert,9.7,0.496688742
5/1/1986,psavert,9.3,0.470198675
6/1/1986,psavert,9.4,0.476821192
7/1/1986,psavert,9.3,0.470198675
8/1/1986,psavert,9,0.450331126
9/1/1986,psavert,7.2,0.331125828
10/1/1986,psavert,8.4,0.410596026
11/1/1986,psavert,8.8,0.437086093
12/1/1986,psavert,7,0.317880795
1/1/1987,psavert,9.7,0.496688742
2/1/1987,psavert,8.5,0.417218543
3/1/1987,psavert,8.5,0.417218543
4/1/1987,psavert,4.5,0.152317881
5/1/1987,psavert,8.2,0.397350993
6/1/1987,psavert,7.7,0.364238411
7/1/1987,psavert,7.5,0.350993377
8/1/1987,psavert,7.2,0.331125828
9/1/1987,psavert,7.6,0.357615894
10/1/1987,psavert,8.3,0.40397351
11/1/1987,psavert,8.5,0.417218543
